epoch,acc,loss,lr,val_acc,val_loss
0,0.2916666666431818,1.6572912657138774,0.001,0.31678487103317926,1.377178832430648
1,0.3787431047599648,1.3561261117317434,0.001,0.34751773113054585,1.3528646802789495
2,0.4614854215448348,1.2102213358672422,0.001,0.3853427922753859,1.361682797436455
3,0.5332939322066176,1.0880594056266983,0.001,0.34988179718349,1.4145729192323437
4,0.5990937745787197,0.9687935769135225,0.001,0.3853427900912914,1.44985649602633
5,0.6540583136797515,0.8677417805478552,0.001,0.37825059165064046,1.4166443770658885
6,0.6864657211341286,0.7954596108907409,0.001,0.392434988391033,1.4464460898798408
7,0.7312844760592666,0.6898360304516822,0.000100000005,0.36643026082228264,1.4854345208927813
8,0.7510835303858192,0.6503714763150618,0.000100000005,0.34988179760621796,1.4888242088592927
9,0.7536446020958272,0.6352570014642486,0.000100000005,0.34988179760621796,1.4634261599105582
10,0.7685185185654883,0.6180392243525848,0.000100000005,0.3853427902322007,1.4454562275122242
11,0.7762017336955119,0.5916667863832298,0.000100000005,0.3546099299939248,1.511341778099114
12,0.77413317582286,0.5949498061310878,1.0000001e-05,0.3640661946284292,1.4815542737361105
13,0.7791568163438891,0.5775411134164478,1.0000001e-05,0.36879432701613607,1.4782235954952014
14,0.7798463357913391,0.5864557841802978,1.0000001e-05,0.3546099298530155,1.4870511730230165
15,0.7826044130175014,0.5786021222647388,1.0000001e-05,0.36643026082228264,1.4794693331346445
16,0.7766942474858981,0.5782893432041526,1.0000001e-05,0.3569739960468689,1.4901840492343226
17,0.7898936170682463,0.5686473615813951,1.0000001e-06,0.3569739960468689,1.4836115501732974
18,0.7801418439246615,0.5742404976165417,1.0000001e-06,0.35933806224072234,1.4872950521203079
19,0.7829984240028406,0.5773801378512401,1.0000001e-06,0.3640661946284292,1.4864612017399312
20,0.7794523247590301,0.5824613508697191,1.0000001e-06,0.3569739960468689,1.4876336580754455
21,0.787825059054685,0.5631632105490653,1.0000001e-06,0.3617021284345758,1.486709247525984
