epoch,acc,loss,lr,val_acc,val_loss
0,0.2905831363043323,1.6567083392395008,0.001,0.32624113566768365,1.369840938148769
1,0.37815208825847124,1.3593366550027715,0.001,0.35933806224072234,1.351590462046594
2,0.4601063830256932,1.2072984759877101,0.001,0.3640661942057012,1.3767986066516127
3,0.5379235619067019,1.0792517275956788,0.001,0.33333333424924394,1.4343728821891983
4,0.6021473600791137,0.9733992524274792,0.001,0.39007092205627025,1.421960878879466
5,0.6474586287946378,0.8671155701104443,0.001,0.3971631207787399,1.3868179673562377
6,0.6877462569891326,0.7855196615388959,0.001,0.382978723897438,1.4908822586068589
7,0.7330575257046567,0.6770515289242762,0.000100000005,0.39007092261990756,1.4483995310803677
8,0.749802994389906,0.6483416496251304,0.000100000005,0.3853427900912914,1.4482338265042496
9,0.7537431048069346,0.6338747834201118,0.000100000005,0.38534278980947273,1.4420091809955895
10,0.7737391646496418,0.5988039289336208,0.000100000005,0.40425531921939084,1.4394583690814657
11,0.7749211976995987,0.5878320723842504,0.000100000005,0.3995271869725933,1.4727075068945017
12,0.781028368841296,0.5864866841863328,1.0000001e-05,0.40189125316644675,1.4667441334848426
13,0.7783687942792714,0.5756089793029406,1.0000001e-05,0.4042553193603002,1.4651954740497237
14,0.7894996058950281,0.5674706987267503,1.0000001e-05,0.3971631207787399,1.4631237315793408
15,0.7850669818754925,0.5742464584098076,1.0000001e-05,0.40425531921939084,1.4634678487800254
16,0.7863475177304965,0.5683958604638271,1.0000001e-05,0.399527186831684,1.4631433997030237
17,0.7885145783612256,0.5716949272475156,1.0000001e-06,0.399527186831684,1.4608985089804827
18,0.7766942474389283,0.5774107857704914,1.0000001e-06,0.39716312063783055,1.4643228406319946
19,0.7849684790704455,0.564198358449718,1.0000001e-06,0.399527186831684,1.4645262567709523
20,0.7832939321361629,0.5666570423906295,1.0000001e-06,0.4018912530255374,1.465992393504925
21,0.780240346823648,0.5717521437140691,1.0000001e-06,0.40425531921939084,1.465597811601968
