epoch,acc,loss,lr,val_acc,val_loss
0,0.32791568168605567,2.04713430791694,0.01,0.3711583927872615,1.415612948419918
1,0.4282899920962945,1.288926282954836,0.01,0.43262411453199723,1.3221364119937797
2,0.49556737583955507,1.14987592311052,0.01,0.4799054397477044,1.1926885059821126
3,0.52984633560346,1.0860840816775863,0.01,0.3498817973243993,1.436671269137245
4,0.559495665784705,1.0362257049063044,0.01,0.36170212857548506,1.407554893065288
5,0.5739755712690271,1.0015806257489912,0.01,0.3286052017206278,1.478424214584044
6,0.5942671394799054,0.9624257824193595,0.01,0.43735224854016136,1.258817916220807
7,0.6174152877219932,0.9212001951967664,0.01,0.3617021287163944,1.5132095258568476
8,0.6469661150512215,0.8699600394078368,0.0009999999,0.4066193855541536,1.268546024676474
9,0.6658786446959885,0.8269124971401794,0.0009999999,0.39007092290172624,1.336156132373404
10,0.6679472024277311,0.8200553005562701,0.0009999999,0.3877068564260541,1.3083656383744369
11,0.6720843184078839,0.8142589643022223,0.0009999999,0.38061465798540317,1.324330253522165
12,0.6738573680063041,0.7940009607866676,0.0009999999,0.4066193856950629,1.3043481638527368
13,0.6806540582196933,0.7865709777983086,9.999999e-05,0.38770685628514484,1.3295319111352835
14,0.6776004727192992,0.7886511651054905,9.999999e-05,0.3971631210605585,1.3328767217361053
15,0.6795705278808437,0.7913761224870705,9.999999e-05,0.3971631210605585,1.324979976277543
16,0.6814420803782506,0.7911418031951026,9.999999e-05,0.38770685628514484,1.3350867368368955
17,0.685973207249803,0.7813461017571067,9.999999e-05,0.39007092261990756,1.3394499605710906
18,0.690208825800154,0.7720792784382735,9.999999e-06,0.392434988813761,1.3371708238096665
19,0.6868597320724981,0.7763459846858813,9.999999e-06,0.3947990550076144,1.3367536330053993
20,0.6850866823801381,0.7808013080705142,9.999999e-06,0.3947990550076144,1.336169092367727
21,0.6799645391010317,0.7843883521355823,9.999999e-06,0.3900709227608169,1.3360867517214294
22,0.6823286052009456,0.7807645802426469,9.999999e-06,0.3971631213423772,1.3357289248888093
